"order_id","seller_id","customer_id","shop_id","order_date"
"00aa91b8-b5b4-4873-967d-b121b475816f","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",27464,1,"2022-03-29"
"00b2dc4e-4083-433c-bd9b-b3d221523e4b","3ca4793d-065e-4112-b023-d1122a2a4b44",57884,2,"2022-02-21"
"00b53d4f-e18d-4142-b0b5-4ad41a91625d","c7402157-ae44-45cc-b6a7-b348d5dbd417",85588,2,"2022-05-10"
"00b7eeb9-3f6d-4eac-b57f-a410977bdb21","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",65983,1,"2022-11-01"
"00b98755-f9cc-48e7-a48b-637a2d105a45","3ca4793d-065e-4112-b023-d1122a2a4b44",144067,2,"2022-11-04"
"00bee6af-3d9d-4382-8d68-8f4ba56740e1","098431c3-1301-456e-9171-0026d20a3d62",38868,1,"2022-11-10"
"00c7ef0e-3b94-48f0-a0c8-394566f6533e","098431c3-1301-456e-9171-0026d20a3d62",44723,1,"2022-05-05"
"00cb00fb-6975-42c4-b7cd-cce9e011b612","3ca4793d-065e-4112-b023-d1122a2a4b44",76126,2,"2022-02-03"
"00d3353b-42df-41b1-ba7b-c042dae9f6f3","c7402157-ae44-45cc-b6a7-b348d5dbd417",150435,2,"2022-11-14"
"00de4ead-a8df-42c7-a48a-a63994435a79","c7402157-ae44-45cc-b6a7-b348d5dbd417",123714,2,"2022-07-19"
"00e3ce2d-cd38-4f52-a5ca-5543023c5dd6","3ca4793d-065e-4112-b023-d1122a2a4b44",131494,2,"2022-11-10"
"00f21ae8-fc90-40e0-80c2-af96f34f8186","098431c3-1301-456e-9171-0026d20a3d62",27892,1,"2022-01-12"
"0105538b-0877-4116-8795-be2ceadf94ee","3ca4793d-065e-4112-b023-d1122a2a4b44",115502,2,"2022-06-27"
"010b0aca-d521-4355-8cdd-9e9132f52775","098431c3-1301-456e-9171-0026d20a3d62",20071,1,"2022-08-18"
"010c704a-e842-4f0e-95e3-292ec70d709c","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",34491,1,"2022-01-01"
"011127d8-6ff3-4407-9163-02eba054f9cb","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",75795,1,"2022-12-23"
"0115a1df-c54b-44ee-affe-a177daba8c2e","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",38711,1,"2022-03-14"
"0116f1f5-df99-42af-8454-43bce680314b","c7402157-ae44-45cc-b6a7-b348d5dbd417",130716,2,"2022-09-26"
"0119fd31-383e-4dc0-8aab-18efd5fa80f3","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",35229,1,"2022-02-25"
"011d0d29-c5d4-4a27-98c2-3887bfa84f28","c7402157-ae44-45cc-b6a7-b348d5dbd417",124361,2,"2022-10-11"
"012389ec-dacf-4bd7-9014-0fe901f6bc51","3ca4793d-065e-4112-b023-d1122a2a4b44",47389,2,"2022-02-24"
"0127406d-9322-45b7-9571-edc5937fb348","c7402157-ae44-45cc-b6a7-b348d5dbd417",91718,2,"2022-06-22"
"01281aa8-58de-493b-93bf-870a93bbe084","ed1a5b13-3dc5-4212-b989-f59258b4410e",134474,2,"2022-12-22"
"01281d7d-8edd-4285-a99e-3eb29efbf14d","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",41191,1,"2022-10-11"
"0129a174-b29e-4bef-a8be-169c6113675e","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",38097,1,"2022-11-03"
"01643fc1-bb8b-454a-91db-bdd6cb8e3790","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",64244,1,"2022-10-04"
"01670dc4-9960-4599-a94f-5a2c817201b3","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",58804,1,"2022-07-25"
"01683924-7c14-464b-97bc-d4a73d771226","098431c3-1301-456e-9171-0026d20a3d62",37131,1,"2022-12-24"
"0169da05-eab2-4441-b1e9-602cfd1c82c7","c7402157-ae44-45cc-b6a7-b348d5dbd417",77731,2,"2022-10-27"
"0172bd42-5ca7-4d05-867f-c5330428378b","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",30246,1,"2022-04-12"
"018220bf-8ff4-4705-a3a5-7127f57b89d3","3ca4793d-065e-4112-b023-d1122a2a4b44",132070,2,"2022-09-08"
"0185e572-7abc-4cd8-8dcd-406dc7b894a8","c7402157-ae44-45cc-b6a7-b348d5dbd417",137740,2,"2022-09-23"
"0186f792-c7b2-4b86-84f5-0df952b5c213","098431c3-1301-456e-9171-0026d20a3d62",42192,1,"2022-07-29"
"018893b1-4a45-439c-8bb7-0c8b1c777623","c7402157-ae44-45cc-b6a7-b348d5dbd417",88593,2,"2022-03-10"
"018a60e4-61a7-41aa-9e2a-3b409624a612","ed1a5b13-3dc5-4212-b989-f59258b4410e",134470,2,"2022-12-27"
"018ec4cd-2b2c-4897-9ea1-5eeb0ed1a698","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",59939,1,"2022-09-20"
"0196c898-1e7c-4552-a741-85533516263b","ed1a5b13-3dc5-4212-b989-f59258b4410e",135243,2,"2022-12-12"
"019f4fa9-f476-4d3f-88f3-5bb2ab1d800d","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",77088,1,"2022-11-22"
"01b014fd-4da5-42ec-beac-e9bc309567ec","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",23842,1,"2022-01-07"
"01b2860c-69d0-4758-b406-8b27d1b09abb","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",39357,1,"2022-02-05"
"01b33ee1-b858-41cd-bc65-85525dfaada6","c7402157-ae44-45cc-b6a7-b348d5dbd417",126602,2,"2022-09-15"
"01b4ec7c-cf73-4e35-b306-b68e7fa67589","c7402157-ae44-45cc-b6a7-b348d5dbd417",71220,2,"2022-04-14"
"01b7fd6c-d20c-4c48-bdfb-352675a1ff9b","c7402157-ae44-45cc-b6a7-b348d5dbd417",42165,2,"2022-12-05"
"01b81868-1da9-4cde-9cd3-e3c94766e668","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",47445,1,"2022-08-25"
"01ba636e-9087-4d11-87fa-ab3706ee80df","3ca4793d-065e-4112-b023-d1122a2a4b44",93087,2,"2022-05-31"
"01c16877-adc8-4807-adbc-1418ed815612","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",44313,1,"2022-07-20"
"01cd2819-9154-4e57-ab15-ffb9b12a3460","c7402157-ae44-45cc-b6a7-b348d5dbd417",63676,2,"2022-08-11"
"01ce8f9b-c5ab-426e-95f4-0fcda3c5b0b3","098431c3-1301-456e-9171-0026d20a3d62",23081,1,"2022-11-21"
"01d09aff-6e88-4700-93bb-d886179ef3e5","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",36633,1,"2022-02-17"
"01d512c5-54f3-4cc2-b877-ac5d14d7fba7","c7402157-ae44-45cc-b6a7-b348d5dbd417",79129,2,"2022-11-17"
"01e19155-e981-4c47-baf8-53f7d9f626c2","3ca4793d-065e-4112-b023-d1122a2a4b44",84345,2,"2022-06-13"
"01e28c85-9fb6-422f-b520-79ea2056ffe8","3ca4793d-065e-4112-b023-d1122a2a4b44",52287,2,"2022-03-10"
"01e39a6d-a821-493b-9026-51c54b025e83","3ca4793d-065e-4112-b023-d1122a2a4b44",42141,2,"2022-02-09"
"01ea44fb-988c-48a8-bda0-1a5f194db9e1","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",42304,1,"2022-04-16"
"01ef83e3-0696-4a9d-905e-fcd7840e64c8","3ca4793d-065e-4112-b023-d1122a2a4b44",111891,2,"2022-05-23"
"01f07d5c-fef2-47e9-9cb7-ffa95aa82849","3ca4793d-065e-4112-b023-d1122a2a4b44",115398,2,"2022-05-13"
"01f268e9-e07f-448f-9236-1e99af1684f7","3ca4793d-065e-4112-b023-d1122a2a4b44",47306,2,"2022-05-19"
"02013669-0e93-4100-a0bc-113a459d5d81","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",59978,1,"2022-12-29"
"020683d8-7d4b-48da-9727-39277ac46d48","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",52778,1,"2022-07-12"
"0210df41-8302-45c4-b453-25964bc469b7","3ca4793d-065e-4112-b023-d1122a2a4b44",114259,2,"2022-07-20"
"0218393d-9f4a-470c-805e-2a0a3ab326f3","098431c3-1301-456e-9171-0026d20a3d62",24399,1,"2022-07-11"
"021cdf8c-d6f2-4bc1-85c5-9ab03375ede4","3ca4793d-065e-4112-b023-d1122a2a4b44",91600,2,"2022-05-09"
"0226e6da-a9ec-48d8-9897-a231dc4fc30d","3ca4793d-065e-4112-b023-d1122a2a4b44",51039,2,"2022-07-04"
"02335519-01a7-4569-a6af-dfed9e41b684","098431c3-1301-456e-9171-0026d20a3d62",21775,1,"2022-07-07"
"02379cf0-5014-4254-b7cf-9c82047a59c7","098431c3-1301-456e-9171-0026d20a3d62",48709,1,"2022-10-13"
"023d03a3-b146-48d9-8f9a-1ab69f1abc54","3ca4793d-065e-4112-b023-d1122a2a4b44",88033,2,"2022-03-18"
"0241caaa-ae7b-4a04-a37a-a00d19f76511","c7402157-ae44-45cc-b6a7-b348d5dbd417",139153,2,"2022-09-27"
"02425c9e-2bf0-44fd-a807-e8707f8cc4a4","c7402157-ae44-45cc-b6a7-b348d5dbd417",87988,2,"2022-04-13"
"0243aa4a-944d-4f48-9272-7a250493acb9","3ca4793d-065e-4112-b023-d1122a2a4b44",93970,2,"2022-04-12"
"0243d80c-b0b5-4a74-819c-393bb9212c0c","3ca4793d-065e-4112-b023-d1122a2a4b44",46754,2,"2022-05-12"
"0256a6ad-9399-400b-84f4-f48956ea4dc2","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",58279,1,"2022-08-02"
"02684b53-de1c-432a-8c8b-9abbd266bb1c","3ca4793d-065e-4112-b023-d1122a2a4b44",110814,2,"2022-06-20"
"026a2c49-26dd-449f-a315-f466f415a911","3ca4793d-065e-4112-b023-d1122a2a4b44",53304,2,"2022-06-21"
"027806ca-0cb7-4142-8fb6-85b604794b7c","098431c3-1301-456e-9171-0026d20a3d62",76605,1,"2022-12-04"
"0278b5e9-b101-4092-a1c8-fc5a1c85bd56","c7402157-ae44-45cc-b6a7-b348d5dbd417",138739,2,"2022-09-27"
"027a7364-1f6f-48de-a1fb-f43f30173b56","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",39088,1,"2022-04-01"
"02803076-50e5-4812-a8a2-3dca227a1a3d","c7402157-ae44-45cc-b6a7-b348d5dbd417",91111,2,"2022-04-26"
"0282d19f-4b45-43a6-8e2d-cd06a84c2c0d","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",60758,1,"2022-08-08"
"0288ec06-a111-4ed2-870f-8dd7f0372aaf","ed1a5b13-3dc5-4212-b989-f59258b4410e",131539,2,"2022-11-15"
"029252a8-94a3-4d09-be6d-821f3b760b38","ed1a5b13-3dc5-4212-b989-f59258b4410e",150856,2,"2022-12-08"
"029316c8-1d3d-4489-908e-f672396965de","098431c3-1301-456e-9171-0026d20a3d62",35954,1,"2022-02-04"
"029bfdd0-e7d2-4c4a-a0f1-dc6b08308df8","c7402157-ae44-45cc-b6a7-b348d5dbd417",89711,2,"2022-07-11"
"029c015d-06cc-4e19-936a-293beae08392","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",60679,1,"2022-08-09"
"02a32ea2-3dbd-4524-bb55-c31d5cf3e278","3ca4793d-065e-4112-b023-d1122a2a4b44",42912,2,"2022-06-01"
"02a512c9-ad19-4b27-ade1-8bd5c84c6f3e","098431c3-1301-456e-9171-0026d20a3d62",27821,1,"2022-08-04"
"02a9643c-3114-47e5-82d2-804883f2a2da","3ca4793d-065e-4112-b023-d1122a2a4b44",50858,2,"2022-10-12"
"02aac574-fd08-4ac9-93c1-f0b10ac662e6","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",42284,1,"2022-10-17"
"02abf0ea-b6bb-4ae8-810e-b4877810098c","ed1a5b13-3dc5-4212-b989-f59258b4410e",134195,2,"2022-09-16"
"02ac4a24-0bc1-4005-944a-44910ffdece4","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",63607,1,"2022-10-17"
"02af8b11-e437-4a79-98c6-4708fc208934","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",51880,1,"2022-07-07"
"02c32082-17e5-446f-9df8-303d339b40a0","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",74825,1,"2022-10-21"
"02c44bd2-76d2-419b-b7b1-0fbae62de04f","098431c3-1301-456e-9171-0026d20a3d62",38398,1,"2022-02-10"
"02c60ca3-ebaa-42a3-a9c3-ea857e4e33e1","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",73517,1,"2022-10-11"
"02c8d135-2469-4390-ac37-31e04efcad72","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",69383,1,"2022-10-06"
"02cb685c-481b-4870-9919-028409ccd690","c7402157-ae44-45cc-b6a7-b348d5dbd417",94089,2,"2022-06-28"
"02cbb0da-1523-4557-aedb-9903f1f79e5b","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",45814,1,"2022-07-11"
"02ceac63-66eb-40c3-beee-db73a4c0eb85","3ca4793d-065e-4112-b023-d1122a2a4b44",113665,2,"2022-06-02"
"02d4ca12-a19b-458a-92d1-d56af684b4f2","3ca4793d-065e-4112-b023-d1122a2a4b44",127150,2,"2022-09-07"
"02e7e5cc-fde2-4d99-88ea-09229eb40307","c7402157-ae44-45cc-b6a7-b348d5dbd417",147653,2,"2022-11-29"
"02ea8ce5-6c37-4c22-8367-b601aefa7f47","098431c3-1301-456e-9171-0026d20a3d62",37228,1,"2022-02-20"
"02f4feea-360b-482e-ba30-ecc816095e2f","3ca4793d-065e-4112-b023-d1122a2a4b44",51026,2,"2022-12-07"
"0305d3c9-8fb5-4d63-be37-eac4a329b736","ed1a5b13-3dc5-4212-b989-f59258b4410e",132590,2,"2022-10-11"
"03144090-b09a-4e15-8acc-6cd19e0a7468","c7402157-ae44-45cc-b6a7-b348d5dbd417",136348,2,"2022-10-05"
"0319a28a-d75f-431b-b5be-97730f6c0ff1","098431c3-1301-456e-9171-0026d20a3d62",21734,1,"2022-12-03"
"031c7a67-5d5d-4225-abbd-3d73b1c8db9a","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",69499,1,"2022-09-29"
"03239df9-5fd1-4b5d-812a-47f50d431240","c7402157-ae44-45cc-b6a7-b348d5dbd417",70695,2,"2022-04-14"
"0326156a-fdf6-4703-9fd2-c901ef073bcb","3ca4793d-065e-4112-b023-d1122a2a4b44",76824,2,"2022-02-01"
"0328286d-ccda-4cee-872d-974024a3c6cc","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",67279,1,"2022-09-13"
"0330e933-e277-43c9-bf01-34f9c8629f1a","098431c3-1301-456e-9171-0026d20a3d62",18642,1,"2022-02-11"
"033d247e-6297-45c1-b08f-4fb3f5c6e8d1","c7402157-ae44-45cc-b6a7-b348d5dbd417",140996,2,"2022-11-23"
"034cf3f0-c580-43cd-8952-c5e482c62425","ed1a5b13-3dc5-4212-b989-f59258b4410e",159580,2,"2022-12-29"
"0352ad91-371d-4899-b847-808948232cc2","098431c3-1301-456e-9171-0026d20a3d62",27250,1,"2022-05-12"
"035fa054-5f85-485b-a89b-63047f94b39a","098431c3-1301-456e-9171-0026d20a3d62",18642,1,"2022-10-18"
"03622073-2624-48b5-8f84-add6d539c82f","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",37007,1,"2022-04-26"
"036a35dd-f148-4240-8de2-398a94600ed8","3ca4793d-065e-4112-b023-d1122a2a4b44",94114,2,"2022-05-11"
"0370aeed-0040-419e-9c98-6be8d5853770","098431c3-1301-456e-9171-0026d20a3d62",20071,1,"2022-07-11"
"0371a22a-9dd8-406f-87c1-d5722cf745c6","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",48629,1,"2022-07-12"
"03797fd4-1af9-47e8-8193-7d8d17e785b6","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",39499,1,"2022-02-17"
"037b056e-9cee-45fd-ba77-8302056c629b","3ca4793d-065e-4112-b023-d1122a2a4b44",113398,2,"2022-07-12"
"037e389c-19c0-4225-9539-4bab396fb25e","c7402157-ae44-45cc-b6a7-b348d5dbd417",68319,2,"2022-10-04"
"0382df46-4ca8-4825-aa51-f9fc4e214fd6","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",53243,1,"2022-07-26"
"038f9ff8-1a83-424c-a993-fc31256b36ca","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",69819,1,"2022-10-05"
"03a0022d-fbcc-4d96-836c-a007ac50b6a5","098431c3-1301-456e-9171-0026d20a3d62",52754,1,"2022-07-04"
"03b1c287-1be2-4d03-84cb-c4cfee4b648e","098431c3-1301-456e-9171-0026d20a3d62",27229,1,"2022-02-03"
"03b6cecf-7590-4fe7-b38d-890492f3eee8","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",70721,1,"2022-11-01"
"03b9cdfb-bcfd-434b-be08-6950ee70c6d5","3ca4793d-065e-4112-b023-d1122a2a4b44",43003,2,"2022-08-31"
"03b9d72e-64a7-41f9-aa0b-916f9e689efd","c7402157-ae44-45cc-b6a7-b348d5dbd417",87988,2,"2022-05-18"
"03bf3814-5175-4427-aee6-bc5cba3e25c1","ed1a5b13-3dc5-4212-b989-f59258b4410e",132716,2,"2022-09-02"
"03ce1398-a71c-4678-acd2-b62ec0733f0b","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",35047,1,"2022-03-10"
"03dfce80-8ad0-435c-aefe-fac1d9fe98ff","3ca4793d-065e-4112-b023-d1122a2a4b44",73498,2,"2022-02-24"
"03e35fc1-70b3-4ce3-ad91-9ea13880bed8","c7402157-ae44-45cc-b6a7-b348d5dbd417",92019,2,"2022-04-07"
"03e59c61-ee76-4014-8d3a-c6e1177fc51b","c7402157-ae44-45cc-b6a7-b348d5dbd417",65951,2,"2022-06-13"
"03f50c73-4ff6-4721-bf43-4233a9fd271a","c7402157-ae44-45cc-b6a7-b348d5dbd417",70695,2,"2022-04-27"
"0405f449-3528-48dc-abf6-1dcd542fe470","c7402157-ae44-45cc-b6a7-b348d5dbd417",146880,2,"2022-11-28"
"040aae2a-8e4f-4bca-a26d-389aa7df7fd3","c7402157-ae44-45cc-b6a7-b348d5dbd417",126259,2,"2022-08-03"
"04100664-9606-4d1c-a089-ad5c40386153","3ca4793d-065e-4112-b023-d1122a2a4b44",46754,2,"2022-04-21"
"041083be-58d6-4193-a8f0-3e49e9271521","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",45460,1,"2022-06-30"
"0413a243-f077-4ab7-a225-3165ed0b23e1","c7402157-ae44-45cc-b6a7-b348d5dbd417",90026,2,"2022-05-04"
"041cc152-37b5-4319-acc7-904ac19579a5","098431c3-1301-456e-9171-0026d20a3d62",36452,1,"2022-06-06"
"04289409-0ede-4512-ba37-065163cf7f80","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",38703,1,"2022-01-21"
"0429c38e-b358-40a9-9132-efa214237491","c7402157-ae44-45cc-b6a7-b348d5dbd417",66869,2,"2022-01-14"
"04356a09-75e8-4470-a892-1405c3c1b75a","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",74775,1,"2022-11-28"
"043a99c6-fd5f-4857-8a78-7ac5c9d56374","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",37456,1,"2022-01-12"
"043e1b8e-b5fb-4138-8d4a-71c5fccf4c2d","c7402157-ae44-45cc-b6a7-b348d5dbd417",70602,2,"2022-01-03"
"044031bc-8269-447d-b422-a203bb2530a1","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",38097,1,"2022-01-27"
"0442b4b0-2dbd-4918-8bc3-ec773f59b907","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",33994,1,"2022-09-01"
"044a520b-2c14-4165-96ba-57ebbc4cb9d6","3ca4793d-065e-4112-b023-d1122a2a4b44",73075,2,"2022-05-18"
"0457b23b-9dc6-4370-a2a8-33061ab464ae","45baf1d2-e066-4f40-8fc5-c61c08d4af4c",74951,1,"2022-10-28"
"045a29eb-4145-4176-a47a-4ca9fd844427","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",38810,1,"2022-02-18"
"045b7ebf-a3ab-411a-8eeb-89487595e3ed","c7402157-ae44-45cc-b6a7-b348d5dbd417",115749,2,"2022-09-05"
"0467d44d-e19f-4607-bf98-ab3fa528d64d","3ca4793d-065e-4112-b023-d1122a2a4b44",125942,2,"2022-08-23"
"046caa60-3cdd-41f4-b56a-ebd200f6cc40","098431c3-1301-456e-9171-0026d20a3d62",41707,1,"2022-12-14"
"046e4fd9-47d1-44eb-a04f-0db9a189fb30","c7402157-ae44-45cc-b6a7-b348d5dbd417",126259,2,"2022-07-19"
"0474a435-da2c-4ba9-8431-4582c8cadc6c","098431c3-1301-456e-9171-0026d20a3d62",33936,1,"2022-10-10"
"04845e01-182a-4471-be99-869864d1b440","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",45814,1,"2022-07-26"
"0486251f-b3a5-4960-9f4e-03ba087c15cf","098431c3-1301-456e-9171-0026d20a3d62",21923,1,"2022-01-22"
"0486c299-c9ac-4b73-b038-acc55d557eba","c7402157-ae44-45cc-b6a7-b348d5dbd417",112776,2,"2022-05-05"
"04898006-b7a0-414c-8582-db7286979d2c","c7402157-ae44-45cc-b6a7-b348d5dbd417",139187,2,"2022-10-12"
"048bf24e-80bc-45c8-b39b-41c97f8c2227","c7402157-ae44-45cc-b6a7-b348d5dbd417",127797,2,"2022-07-27"
"048e5e29-735d-4777-a4d6-c0634f7be71b","3ca4793d-065e-4112-b023-d1122a2a4b44",85576,2,"2022-02-23"
"0499b5aa-4a47-477c-9774-22e5d61bfbdf","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",33841,1,"2022-02-28"
"049ecf69-90b8-4ff3-ba27-3e6e9bc0c404","098431c3-1301-456e-9171-0026d20a3d62",42172,1,"2022-04-06"
"04a56f48-ec96-4203-9f4b-2f448a4cb86c","c7402157-ae44-45cc-b6a7-b348d5dbd417",77349,2,"2022-02-08"
"04a76aac-887b-4bf7-a33b-41a01ddd3fc6","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",46558,1,"2022-12-09"
"04a9dc79-9371-4b46-8e1c-c076fc69536f","2ea0ca2a-77fc-4447-b57c-62a6cb4d75a1",41039,1,"2022-02-28"
"04b25a8d-41cf-41d3-a7c9-ed67cbf282ed","3ca4793d-065e-4112-b023-d1122a2a4b44",134607,2,"2022-10-12"
"04bdb72c-488e-4564-b080-23f40105719a","098431c3-1301-456e-9171-0026d20a3d62",77297,1,"2022-12-24"
